"messageKey","","en","de","es","fr","pt","ru","zh","ka"
"ships.module.name.int_shieldgenerator_size6_class5_strong","Prismatic Shield Generator","","","Generador de Escudos Prismáticos","Générateur de bouclier prismatique","Gerador de Escudo Prismático","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size7_class5_strong","Prismatic Shield Generator","","","Generador de Escudos Prismáticos","Générateur de bouclier prismatique","Gerador de Escudo Prismático","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size8_class5_strong","Prismatic Shield Generator","","","Generador de Escudos Prismáticos","Générateur de bouclier prismatique","Gerador de Escudo Prismático","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size1_class3_fast","Bi-Weave Shield Generator","","","Generador de Escudos Entrelazados","Générateur de bouclier entrelacé","Gerador de Escudo Entrelaçado","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size2_class3_fast","Bi-Weave Shield Generator","","","Generador de Escudos Entrelazados","Générateur de bouclier entrelacé","Gerador de Escudo Entrelaçado","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size3_class3_fast","Bi-Weave Shield Generator","","","Generador de Escudos Entrelazados","Générateur de bouclier entrelacé","Gerador de Escudo Entrelaçado","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size4_class3_fast","Bi-Weave Shield Generator","","","Generador de Escudos Entrelazados","Générateur de bouclier entrelacé","Gerador de Escudo Entrelaçado","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size5_class3_fast","Bi-Weave Shield Generator","","","Generador de Escudos Entrelazados","Générateur de bouclier entrelacé","Gerador de Escudo Entrelaçado","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size6_class3_fast","Bi-Weave Shield Generator","","","Generador de Escudos Entrelazados","Générateur de bouclier entrelacé","Gerador de Escudo Entrelaçado","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size7_class3_fast","Bi-Weave Shield Generator","","","Generador de Escudos Entrelazados","Générateur de bouclier entrelacé","Gerador de Escudo Entrelaçado","Щитогенератор","",""
"ships.module.name.int_shieldgenerator_size8_class3_fast","Bi-Weave Shield Generator","","","Generador de Escudos Entrelazados","Générateur de bouclier entrelacé","Gerador de Escudo Entrelaçado","Щитогенератор","",""
"ships.module.name.hpt_plasmaaccelerator_fixed_large_advanced","Advanced Plasma Accelerator","","","Acelerador de Plasma Avanzado","Accélérateur de plasma avancé","Acelerador de Plasma Avançado","Ускоритель плазмы","",""
"ships.module.name.hpt_mininglaser_fixed_small_advanced","Mining Lance","","","Láser de Rayo Lanza Perforadora","","","Копье шахтера","",""
"ships.module.name.hpt_railgun_fixed_medium_burst","Imperial Hammer Rail Gun","","","Cañón de Riel Martillo Imperial","","Canhão Elétrico Martelo Imperial","Рельсотрон","",""
"ships.module.name.hpt_pulselaser_fixed_medium_disruptor","Pulse Disruptor Laser","","","Láser de Pulsos Disruptores","","Laser de Pulso Disruptor","Диверсант","",""
"ships.module.name.hpt_slugshot_fixed_large_range","Pacifier Frag-Cannon","","","Cañón de Fragmentación Pacificador","","Canhão de Fragmentos Pacificador","Орудие","",""
"ships.module.name.hpt_drunkmissilerack_fixed_medium","Pack-Hound Missile Rack","","","Lanzamisiles Jauría de Sabuesos","","Estante de Mísseis de Enxame","Блок ракет","",""
"ships.module.name.hpt_multicannon_fixed_small_strong","Enforcer Cannon","","","Multicañón Ejecutor","","Canhão Enforcer","Орудие","",""
"ships.module.name.hpt_beamlaser_fixed_small_heat","Retributor Beam Laser","","","Láser de Rayo Vengador","","Laser Contínuo Retributor","Пучковый лазер","",""
"ships.module.name.hpt_minelauncher_fixed_small_impulse","Shock Mine Launcher","","","Lanzaminas de Impacto","","Lança Minas de Impacto","Минирующее устройство","",""
"ships.module.name.hpt_pulselaserburst_fixed_small_scatter","Cytoscrambler Burst Laser","","","Láser de Ráfagas de Citodistorsión","","Laser de Rajada Cito-Espalhador","Пульсирующий лазер","",""
"ships.module.name.diamondbackxl_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.diamondbackxl_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.diamondbackxl_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.diamondbackxl_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.diamondbackxl_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.empire_eagle_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.empire_eagle_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.empire_eagle_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.empire_eagle_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.empire_eagle_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.federation_dropship_mkii_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.federation_dropship_mkii_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.federation_dropship_mkii_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.federation_dropship_mkii_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.federation_dropship_mkii_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","Composite à surface réactive","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.federation_gunship_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.federation_gunship_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.federation_gunship_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
"ships.module.name.federation_gunship_armour_mirrored","Mirrored Surface Composite","","","Compuesto de superficie Reflectante","Composite à surface miroir","Composto de Superfície Reflexiva","Композит с зеркальной поверхностью","",""
"ships.module.name.federation_gunship_armour_reactive","Reactive Surface Composite","","","Compuesto de Superficie Reactiva","","Composto de Superfície Reativa","Композит с реактивной поверхностью","",""
"ships.module.name.viper_mkiv_armour_grade1","Lightweight Alloy","","","Aleaciones Ligeras","Alliage léger","Liga Leve","Лёгкие сплавы","",""
"ships.module.name.viper_mkiv_armour_grade2","Reinforced Alloy","","","Aleaciones Reforzadas","Alliage renforcé","Liga Reforçada","Укреплённые сплавы","",""
"ships.module.name.viper_mkiv_armour_grade3","Military Grade Composite","","","Compuesto de Grado Militar","Composite de niveau militaire","Composto de Nível Militar","Композит военного класса","",""
