system,body,distance,material,x,y,z
Pro Eurl XL-K b9-1,A 5,33.289568,yttrium,1332.90625,205.96875,418.59375
Synuefe IV-E c28-2,B 1,514.175963,yttrium,1005.4375,-99.78125,170.625
Synuefe HZ-F b44-7,C 1,1539.436902,yttrium,686.21875,-153.53125,-119.40625
Col 132 Sector CH-L d8-8,ABC 2,293.515692,yttrium,1254.03125,-142.09375,-400.8125
Eorl Auwsy OS-B d13-923,3,1363.243284,yttrium,4969.09375,212.5,20609.5625
Col 132 Sector LL-J b23-0,A 6,38.045239,yttrium,1032.34375,-499.25,-622.46875
Synuefe DP-Z c16-19,C 3,21369.99281,yttrium,457.96875,-156.3125,-340.1875
Swoilz XU-V d3-75,B 3,38357.55957,yttrium,852.90625,-82.75,545.875
Swoilz VH-A c2-1,C 1,3096.047348,yttrium,1022.9375,-474.4375,305.15625
Graea Hypue VE-X d2-531,B 4,50579.90838,yttrium,-553.03125,-202.71875,13318.90625
Graea Hypue HY-F c12-29,2,16.285178,yttrium,-867.875,-676.09375,13565.21875
Col 132 Sector RU-O d6-2,1,55.306267,yttrium,1007.65625,-165.625,-522.6875
Graea Hypue JV-U c4-20,4,63.077163,yttrium,-261.4375,-525.40625,13231.625
Pencil Sector MI-S b4-10,C 2,116618.9812,yttrium,784.8125,20.40625,-25.5
HIP 40803,9,1029.451898,yttrium,592.8125,-83.375,-33.125
Wregoe MI-I c23-17,C 2,15721.59765,yttrium,735.8125,72.5625,-45.28125
Col 173 Sector VP-W d2-15,A 3,65.921662,yttrium,1089.6875,96.34375,-443.125
Wregoe UF-A b55-6,B 7,410.893003,yttrium,863.8125,-1.3125,124.34375
Plio Eurl ZQ-V b57-5,B 2,22392.29531,yttrium,1643.625,82.34375,192.375
Graea Hypue QL-V b19-15,D 2,77826.03565,yttrium,-819.125,-623.34375,13440.4375
Col 173 Sector UC-W c17-2,C 1,205484.0879,yttrium,1154.59375,86.78125,64.84375
Vela Dark Region FW-W c1-1,A 1,9.120661,yttrium,927.78125,-117.5,-74.125
Graea Hypue AP-Y d1-214,2,185.612645,yttrium,-171.78125,-349.0625,13238.6875
Wregoe ZI-T d3-33,4,1390.758354,yttrium,1043.40625,212.5,-724.34375
Graea Hypue PD-Z d1-713,3,289.847379,yttrium,-621.375,-169.90625,13187.875
Col 173 Sector BV-V c16-8,A 2,14.237548,yttrium,1741.09375,-373.3125,29.46875
Pro Eurl NK-E b12-4,C 1,2064.393924,yttrium,1248.625,120.03125,475.21875
HIP 50940,A 2,441.763101,yttrium,475.25,222.65625,-19.625
Puekee IL-P d5-361,3,278.203606,yttrium,-502.78125,8.84375,13543.875
Wregoe SF-Q c5-3,A 3,50.601381,yttrium,1080.0625,160.03125,-785.75
Swoilz ST-U c5-17,A 1,136.832976,yttrium,917.65625,-180.53125,484.875
Col 173 Sector EW-A c15-16,3,21.365803,yttrium,1799.78125,-62.90625,-60.03125
Col 173 Sector HS-S d4-90,1,91.48444,yttrium,1074.25,-73.75,-303.40625
Synuefe DU-A b20-5,3,59.228045,yttrium,795,-62.9375,-632.71875
Synuefe PF-E b45-5,B 3,875.209552,yttrium,758.5,-164.65625,-101.28125
Wregoe QQ-L b22-2,C 2,87864.99907,yttrium,826.125,180.15625,-584.5
Synuefe NR-I b56-4,A 1,54.002487,yttrium,721.375,-201.125,141.40625
Pro Eurl MS-U d2-128,A 2,121.576337,yttrium,1222.5625,52.03125,498.8125
Graea Hypue WK-V d3-235,3,1366.499898,yttrium,-846.46875,-191.28125,13337.71875
Graea Hypue QC-V d2-15,1,185.510716,yttrium,-636.53125,-1080.03125,13282.5625
Col 173 Sector QG-Q c20-8,A 3,64.91596,yttrium,1329.46875,-37.5625,176.375
Col 132 Sector XZ-P d5-28,A 5,1809.392372,yttrium,1311.59375,-388.5625,-640.90625
Synuefe QM-R a100-4,B 4,918.51005,yttrium,704.46875,-28.15625,14.84375
Swoilz PJ-C c2-6,B 3,388.334744,yttrium,635.34375,-54.5,305.78125
Col 173 Sector FW-N d6-13,A 2,95.43313,yttrium,1271.9375,-620.5625,-184.53125
Chamaeleon Sector IR-W d1-105,A 2,212.562495,yttrium,514.34375,-167.09375,307.75
Synuefe LF-S b23-1,1,8.670283,yttrium,839.15625,-223.53125,-562.96875
Col 173 Sector OZ-O d6-5,3,58.392895,yttrium,870.75,-177.6875,-115.15625
Graea Hypue YC-S c5-17,AB 2 a,2572.49175,yttrium,-199,-721.375,13258.6875
NGC 2451A Sector WT-R b4-5,2,10.741011,yttrium,807,-137.125,-257.125
HIP 31163,C 4,298914.8252,yttrium,697.375,-283.34375,-238.90625
Col 173 Sector XG-R c6-14,C 2,1311.03899,yttrium,1114.40625,84.78125,-407.6875
Col 132 Sector JK-T c18-26,B 3,1610.38457,yttrium,1282.65625,-82.0625,-330.34375
Wregoe SC-H b38-4,B 1,452.90835,yttrium,946.90625,128.09375,-237.75
Col 135 Sector ZQ-K b9-1,2,38.441306,yttrium,959.4375,-117.40625,-317.5625
Synuefe FA-P c22-8,A 7,576.596287,yttrium,616.5625,-148.59375,-81.5625
Col 173 Sector OZ-O d6-108,6,173.940461,yttrium,888.0625,-163.21875,-127.09375
Wregoe FQ-O d6-19,1,1205.234054,yttrium,1015.65625,386.03125,-463.53125
Pencil Sector IR-W d1-91,4,136.380366,yttrium,859.40625,13.8125,-23.625
Col 173 Sector YZ-D b26-1,B 1,59057.70465,yttrium,1437.6875,-558.4375,-142.09375
NGC 3532 Sector GN-R b5-5,B 2,42207.22286,yttrium,1350.875,28.5625,425.25
Wregoe EF-R d4-89,4,223.427331,yttrium,768.03125,32.21875,-591.1875
Eorl Auwsy TY-Z d13-1165,4 a,2464.176517,yttrium,5031.03125,209.1875,20681.34375
Col 173 Sector YN-E b26-1,C 1,233904.4538,yttrium,1048.875,-493.84375,-127.0625
Coalsack Dark Region WO-Q b5-5,C 1,492.821741,yttrium,537.4375,-0.3125,286.3125
Wregoe FL-P d5-88,BC 5,6716.968866,yttrium,540.6875,-18.59375,-545.3125
Swoilz LE-U b9-8,D 2,21500.39078,yttrium,814.9375,-57.34375,428.375
Graea Hypue ZG-T d4-109,1,199.368492,yttrium,-1253.25,-403.21875,13430.5625
Col 173 Sector CO-U b34-1,A 2,8.459737,yttrium,1133.40625,121.15625,44.0625
Wregoe JI-B d13-80,2,94.31979,yttrium,394.34375,4.84375,55.75
Col 173 Sector JF-O b36-4,A 1,11.83948,yttrium,1543.0625,-166.09375,88.34375
Praea Euq NG-Y d27,B 3,18826.5833,yttrium,708.59375,30.875,339.8125
Synuefe ZN-B b45-0,AB 2,14.422421,yttrium,410.375,-431.46875,-99.96875
Prua Dryoae UT-C b5-4,B 1,963.108452,yttrium,1575.8125,-71.71875,327.03125
Plio Eurl PU-F d11-13,1,299.726315,yttrium,1466.75,436.28125,-57.21875
Swoilz LX-A d1-77,B 1,37036.54342,yttrium,681.625,-151.75,342.09375
Col 173 Sector HP-D c13-7,5,76.359037,yttrium,874.0625,-210.9375,-122.875
Graea Hypue HT-P d6-536,2,54.815774,yttrium,-1253.71875,-372.46875,13590.625
Col 173 Sector VP-N d7-72,B 1,10455.35903,yttrium,1382.90625,-13.71875,-69.21875
Synuefe QI-J c25-5,B 2,2461.24241,yttrium,447.5,-245.4375,30.9375
Graea Hypue WM-T b20-12,2,24.301489,yttrium,-815.4375,-642.125,13465.0625
Wregoe GF-R d4-0,AB 6,147.206745,yttrium,905.6875,-15.8125,-650.625
Wregoe BR-D d12-33,1,8.263663,yttrium,551.46875,230.5625,41.65625
IC 2391 Sector CA-A d55,B 4,1455.906891,yttrium,603.28125,-145.65625,-45.25
Pencil Sector AV-Y c25,4,41.030537,yttrium,780.78125,21.59375,-79.53125
Wregoe BD-L c8-6,5,75.358664,yttrium,1016.09375,210.625,-683.96875
Prua Phoe PW-B c1-4,4,69.796229,yttrium,-5513.15625,-536.9375,10498.71875
Wregoe OV-Q b46-5,C 1,191455.2127,yttrium,590.375,80.5,-58.46875
Synuefe DP-Z c16-19,C 4,21370.01367,yttrium,457.96875,-156.3125,-340.1875
Synuefe LN-G b44-5,B 1,80.693888,yttrium,360.5625,-90.78125,-125
Eorl Auwsy RY-X c28-205,B 3,1816.628813,yttrium,4947.6875,100.78125,20657.5
Wregoe QT-F b38-5,B 3,505.138365,yttrium,619.75,-14.90625,-227.3125
Graea Hypue IO-P d6-310,1,161.530023,yttrium,-1338.875,-443.5625,13610.8125
Col 132 Sector HZ-U c17-20,B 1,50796.05073,yttrium,1289.09375,-112.40625,-346.15625
Col 173 Sector BM-E b28-5,B 1,10339.62614,yttrium,1664,-139.4375,-93.96875
Graea Hypue ZM-T b20-4,B 4,1673.782517,yttrium,-745.375,-628.96875,13467.90625
Wregoe SM-S b31-4,4,27.313963,yttrium,780.53125,21.1875,-370.3125
Pencil Sector GG-Y c16,2,14.429099,yttrium,799.0625,-66.53125,-89.125
Plio Eurl AG-F b27-0,A 2,100.853916,yttrium,1383.15625,448.40625,-472.28125
Synuefe NY-M c22-0,B 1,37539.4167,yttrium,1096.5,-624.75,-101.96875
Puppis Dark Region B Sector SJ-Q b5-7,B 1,273.593378,yttrium,1318.78125,2.46875,-333.4375
Col 173 Sector TT-Y b30-5,3,11.459111,yttrium,1188.6875,-177.8125,-35.1875
Eorl Auwsy SY-Z d13-6102,A 4,1484.767678,yttrium,4931.65625,192.28125,20632.8125
Graea Hypue JC-T d4-15,B 1,12835.89037,yttrium,-616.875,-491.09375,13427.1875
IC 2602 Sector QI-T b3-2,B 1,678.445672,yttrium,424.875,-155.84375,108.53125
Wregoe JU-Q b18-2,1,9.730893,yttrium,598.875,-16.875,-658.84375
Blaa Hypai UC-G c12-1,E 1,77214.92698,yttrium,1235.46875,-661.03125,12277.4375
Wregoe EM-D d12-9,A 1,129.953593,yttrium,630.0625,181,-21.09375
Col 173 Sector ES-X c16-11,3,35.647701,yttrium,1646.125,39.6875,20.46875
Synuefe WO-P c22-14,C 1,2109.673568,yttrium,501.96875,-63.34375,-77.5625
Plio Eurl BC-V b57-5,C 1,1172.618458,yttrium,1562.71875,20.40625,192.75
Synuefe JH-Z b47-5,3,31.094074,yttrium,493.71875,-124.28125,-37.0625
Graea Hypue JM-V d2-73,4,1672.180992,yttrium,-889.875,-978.5,13267.09375
Wregoe LY-Z d13-31,B 1,9798.219847,yttrium,511.03125,156.625,191.25
Col 173 Sector IR-D c12-0,B 2,1949.506461,yttrium,1376,-579.53125,-180.3125
Synuefe XT-X b47-3,B 1,2003.765806,yttrium,440.21875,-273.9375,-33.21875
Eorl Auwsy SY-Z d13-2755,A 4,126.264071,yttrium,4945.1875,162.46875,20670.28125
Graea Hypue YP-X c1-0,A 5,62.014419,yttrium,-1245.09375,-1029.3125,13125.4375
Synuefe SR-N c22-6,A 4,105.691,yttrium,605.21875,-440.03125,-94.125
Wregoe DP-R d4-42,10 a,2417.415643,yttrium,1010.6875,204.78125,-632.875
Wregoe KV-M b21-0,A 2,18.393348,yttrium,665.25,127.53125,-603.90625
Col 132 Sector SJ-W b16-0,B 1,193.448198,yttrium,1319.75,-444.40625,-759.59375
Col 173 Sector UV-L d8-148,A 6,1189.732399,yttrium,1029.8125,11.03125,-14.84375
Col 173 Sector RQ-Z b31-2,A 8,48.1383,yttrium,1100.46875,96.71875,-19.65625
Praea Euq VU-R b4-7,B 1,30408.5468,yttrium,603.875,42.28125,330.3125
Shrogaae LK-A d1702,4,1452.416242,yttrium,4986.65625,192,20705.5
Eorl Auwsy SY-Z d13-2882,6,175.576522,yttrium,4896.90625,196.28125,20689.3125
Eorl Auwsy IC-A c28-181,3,69.091795,yttrium,4928.90625,207.28125,20632.59375
HIP 59050,4,1388.366104,yttrium,496.09375,-34.28125,270.8125
Col 173 Sector JN-S d4-14,A 4,96.223206,yttrium,1118.625,-184.75,-282.125
Pencil Sector BA-Z b5,B 2,315.88947,yttrium,814.625,-16.625,-117.875
Col 173 Sector JT-Q b9-2,A 4,22.794494,yttrium,1471.78125,191.03125,-491.84375
Graea Hypue VV-W b18-2,A 1,6.592297,yttrium,-724.03125,-657.34375,13415.1875
Synuefe HK-Z c16-7,B 1,326.711164,yttrium,546.28125,-220.03125,-324.03125
Shrogaae HA-A e2489,2,455.602772,yttrium,4960.78125,128.5,20707.4375
Col 173 Sector XR-Y b31-7,B 2,79767.62605,yttrium,1017.4375,11.0625,-5.25
Vela Dark Region RC-V b2-5,C 1,58263.9077,yttrium,1072.75,-168.1875,-85.125
Synuefe ZG-C b46-3,1,7.061209,yttrium,853.53125,-166.25,-81.625
Graea Hypue CC-I c11-29,6,9324.403956,yttrium,-767.625,-591.125,13533.53125
Col 173 Sector IS-I b23-0,C 4,1469.36297,yttrium,1235.90625,-619.875,-202.59375
Synuefe FN-H d11-44,B 3,194950.3905,yttrium,831.28125,-137.75,-79.3125
Plio Eurl VH-O b21-1,2,39.918823,yttrium,1443.15625,281.8125,-587.78125
Flyua Dryoae HH-K c25-8,B 3,152791.6817,yttrium,1772.75,-58.25,20.9375
Col 132 Sector EC-L d8-38,1,287.878269,yttrium,1256.125,-253.65625,-367.6875
Col 173 Sector FQ-P b21-0,A 5,43.280303,yttrium,1019.6875,-264.40625,-229
Swoilz LE-U b9-8,D 1,21508.83661,yttrium,814.9375,-57.34375,428.375
Prua Dryoae XV-B c1-2,B 1,307358.7316,yttrium,1419.9375,-538.375,257.875
Col 173 Sector VX-V b17-0,C 2,26594.11816,yttrium,975.3125,-343.03125,-322.0625
Col 132 Sector BM-S b34-4,2,20.019391,yttrium,1266.34375,-57.6875,-380.34375
Synuefe MR-A b47-2,C 1,652.86994,yttrium,544.5625,-164.75,-64.03125
Puekee SI-T d3-340,6,2229.513474,yttrium,-858.59375,154,13385.0625
Col 132 Sector ZB-Z c15-8,A 1,12.306275,yttrium,1500.09375,-18.25,-455.90625
Synuefe ZJ-Y c17-11,D 1,73533.13766,yttrium,387.6875,-55.625,-294.78125
Synuefe RI-T b23-2,E 1,152740.4627,yttrium,677.5625,-99.4375,-558.65625
Synuefe TL-J d10-48,1,57.159572,yttrium,357.75,-38.8125,-128.15625
Swoilz MI-X b7-1,C 1,7664.351487,yttrium,903.75,-92.5625,377.25
NGC 3532 Sector WT-A d34,2,38.903541,yttrium,1597.5,55.125,335.40625
Col 132 Sector MM-D b15-1,B 3,41911.41201,yttrium,1076.53125,-61.9375,-799.59375
Wregoe KR-M d7-2,3,37.022497,yttrium,968.9375,329.40625,-405.28125
Praea Euq YV-X c1-1,4,125.484275,yttrium,1144.46875,259.4375,304.5625
Wregoe HX-E b53-5,2,12.844155,yttrium,1009.34375,131.3125,79.5625
Col 173 Sector RU-L b25-1,B 1,240.855369,yttrium,1109.3125,82.9375,-162.5
IC 2602 Sector ZU-Y d35,B 1,405796.3585,yttrium,480.96875,-24,103.65625
Synuefe XR-H d11-74,3,86.609759,yttrium,375.03125,-43.28125,-53.46875
Prua Dryoae BU-I b15-0,B 1,783.612763,yttrium,1247.90625,-134.78125,544.9375
IC 2391 Sector TY-R b4-2,B 2,1326.422875,yttrium,614.6875,-90.53125,7.71875
Col 173 Sector TJ-P d6-52,1,48.597489,yttrium,1535.3125,-22.625,-160.46875
Wregoe VN-L b49-5,B 4,292.707452,yttrium,489.125,83.34375,-0.125
Graea Hypue DS-X b19-19,C 1,168401.9175,yttrium,-1120.4375,-367.15625,13450.84375
Wregoe BB-F d11-79,B 1,211.404406,yttrium,543.6875,61.5,-76.21875
Wregoe AB-F d11-53,2,1355.54199,yttrium,486.4375,64.5625,-31.5625
Synuefe DI-H d11-33,3,233.680786,yttrium,516.8125,-231.96875,-59.96875
Graea Hypue PT-Q d5-122,2,100.639295,yttrium,-885.34375,-698.71875,13551.34375
Flyua Dryoae PG-W b47-1,3,19.096363,yttrium,1761.03125,-426.90625,-39.6875
Vela Dark Region GV-Y b0,B 1,6690.932665,yttrium,1041.78125,-158,-129.09375
Wregoe BW-F b40-1,B 1,242.768804,yttrium,927.71875,364.25,-198.65625
Col 173 Sector UH-X c16-8,D 1,123016.9872,yttrium,1080.09375,-48.9375,22.4375
Plio Eurl UL-C d13-6,6,227.814658,yttrium,1380.15625,486.5,114.34375
Synuefe SD-E b30-0,6,47.954608,yttrium,594.5,-396.4375,-411.875
Graea Hypue CS-R d5-703,A 2,45.318463,yttrium,-1179.3125,-337.625,13531.40625
Col 132 Sector BB-I b25-1,4,25.923726,yttrium,1621.125,-266.8125,-579.15625
Col 173 Sector CC-K b25-6,A 1,29.524013,yttrium,961.71875,-95.28125,-157.4375
Graea Hypue TU-W d2-418,1,477.976926,yttrium,-1051.71875,-371.53125,13259.5625
Synuefe OS-M b52-1,8,161.237752,yttrium,947.78125,-512.6875,65.21875
NGC 3532 Sector IX-Y a15-2,B 1,148.261758,yttrium,1487.375,-45,471.40625
Eorl Auwsy AB-Y b56-3,3,18.465361,yttrium,4950.03125,137.0625,20651.375
Synuefe DG-N c23-4,3,70.834234,yttrium,412.53125,-154,-49.34375
Wregoe UH-D c12-8,A 2,51.167517,yttrium,846.46875,50.9375,-539.71875
Col 173 Sector RP-N d7-107,B 3,3222.489277,yttrium,1069.59375,-11.96875,-62.34375
Col 132 Sector IX-I b39-1,B 4,151296.7449,yttrium,1360.75,-139.46875,-281.8125
Col 173 Sector MG-V b32-2,B 1,384.571438,yttrium,1399.75,-176.4375,-2.625
Wregoe RO-N b34-1,3,18.233002,yttrium,605.34375,66.9375,-322.5
Col 173 Sector ME-P d6-92,B 1,548.885493,yttrium,891.65625,-98.53125,-157.1875
Wregoe LP-W b29-0,B 1,156.231916,yttrium,920.6875,80.90625,-419.46875
Graea Hypue EW-U d3-185,4,1568.883153,yttrium,-671.21875,-449.53125,13348.5625
Synuefe RF-L d9-93,1,324.031442,yttrium,506.90625,-35.59375,-236.125
Shrogaae TU-A c51,D 3,133947.7714,yttrium,4889.875,153.78125,20699.8125
Swoilz AP-Y d1-33,B 5,54123.42545,yttrium,1090.25,-350.5625,413.75
Wregoe BX-J c22-32,B 1,82654.1784,yttrium,387.5625,28.4375,-97.15625
Wregoe DI-O b47-5,B 2,1481.900859,yttrium,643.5625,-0.125,-37.15625
Eorl Auwsy PD-Y c28-97,A 4,77.499716,yttrium,4963.1875,135.625,20684.59375
Col 173 Sector BI-O c8-3,1,13.066643,yttrium,1214.125,207.875,-326.90625
Col 173 Sector ZW-S b34-4,A 2,14.57148,yttrium,1735.25,-55.34375,36.78125
Graea Hypue AA-Q d5-52,B 3,978.159488,yttrium,-685.34375,-1032.03125,13570.28125
Synuefe TT-E b45-4,A 2,18.366749,yttrium,441.78125,-97,-89.875
Synuefe DT-F d12-103,B 2,143.738812,yttrium,393.46875,-159.6875,11.125
Wregoe VS-B c13-6,C 1,36027.79968,yttrium,782.34375,57.9375,-466.34375
Blae Eork TF-C d14-20,A 1,272.161495,yttrium,8676.6875,-143.6875,2760.8125
Praea Euq OQ-Y c17,C 3 a,62092.86687,yttrium,515.53125,85.0625,260.25
Col 132 Sector VT-F b28-2,A 2,11.09653,yttrium,1383.40625,38.40625,-507.59375
Col 173 Sector MK-C c14-8,A 4,56.237614,yttrium,1168.46875,-68.53125,-78.625
Wregoe NX-L d7-4,C 3,23067.66599,yttrium,500.40625,51.78125,-355.90625
Synuefe MP-E b45-9,2,33.930787,yttrium,789.53125,-121.53125,-104.78125
Synuefe FL-W c18-21,B 3,526.219745,yttrium,394.125,-71.25,-261.5
IC 2602 Sector BV-Y d41,A 1,141.404918,yttrium,617.75,21.9375,117.625
Synuefe AR-K d9-12,A 3,117.974388,yttrium,805.375,-312.96875,-208.90625
Col 132 Sector DB-W d2-46,3,287.351911,yttrium,1302.53125,-75.0625,-844.625
Clookeou FS-I d10-115,1,217.751164,yttrium,-580.75,-415.8125,12675.125
IC 2602 Sector EM-C b13-1,C 1,1798.457657,yttrium,576.09375,-79.53125,297.15625
HD 75324,6 a,1611.228834,yttrium,1147.8125,18.40625,-141
Flyua Dryoae OU-E d12-23,1,46.128546,yttrium,1703.3125,-523.25,-0.78125
IC 2602 Sector MY-P b6-8,C 4,252.596347,yttrium,501.84375,45.4375,159.1875
Col 173 Sector GS-J b25-4,C 2,28371.23471,yttrium,957.03125,-142,-160.53125
Synuefe IL-N c23-19,A 1 a,49.969762,yttrium,667.40625,-120.5625,-58.8125
Eorl Auwsy WU-Z b55-41,AB 1,39.070637,yttrium,4937,146,20633.96875
Col 132 Sector DW-W b30-1,B 2 a,702.070862,yttrium,1062.6875,-335.625,-455.8125
HIP 20555,2,406.247849,yttrium,494.375,-416.6875,49.375
Graea Hypue JC-T d4-266,2,83.848416,yttrium,-566.34375,-457.53125,13416.25
Prai Hypoo GF-E c10,B 1,1777.050846,yttrium,-9308.09375,-406.1875,7927.40625
NGC 2451A Sector FW-W d1-22,1,229.917693,yttrium,705.1875,-25.6875,-197.3125
Graea Hypue QT-Q d5-106,B 5,76511.49659,yttrium,-806.0625,-718.90625,13540.8125
Wregoe ZP-Z b13-2,B 1,285.121666,yttrium,805.375,-21.46875,-762.4375
Swoilz AK-C c2-15,4,57.56263,yttrium,1086.4375,-35.8125,327.78125
Puekee SY-S d3-1238,C 3,6015.325192,yttrium,-1175.25,1.71875,13373.6875
Graea Hypue RO-Y d1-189,11,2058.401576,yttrium,-881.8125,-376.625,13184.8125
Swoilz TI-Z d1-74,3,80.667533,yttrium,1137.96875,-88.25,406.625
Graea Hypue TA-U d4-2,1,845.638548,yttrium,-1078,-59.625,13426.28125
Col 173 Sector GU-T b34-3,C 2,116076.8641,yttrium,1054.15625,45.28125,51.53125
Graea Hypue WK-V d3-226,A 4,1726.410602,yttrium,-842.03125,-218.46875,13336.875
Puekee SM-W d1-137,3,218.887275,yttrium,-537.59375,-6.84375,13240.25
Graea Hypue HT-P d6-556,3,341.811564,yttrium,-1220.53125,-416.6875,13644.75
Col 173 Sector FL-M b21-0,1,6.717942,yttrium,1377.84375,-602.21875,-241.6875
Wregoe PZ-N c20-11,F 3,85490.65783,yttrium,473.21875,168.34375,-182.78125
Graea Hypue SH-F b1-1,1,6.679854,yttrium,-617.46875,-557.46875,13037.6875
Synuefe FK-P c22-2,B 4,1742.128185,yttrium,809.75,-104.96875,-104.5625
Plio Eurl UP-N c20-16,B 5,499.601529,yttrium,1776.15625,61.6875,-172.46875
Synuefe JL-N c23-2,A 4,113.474237,yttrium,720.53125,-106.03125,-35.25
Prua Phoe XG-H b2,A 1,6.370879,yttrium,-5518.875,-537.28125,10464.3125
Synuefe AG-B b47-9,1,8.5178,yttrium,432.15625,-95.0625,-57.59375
Col 132 Sector SK-M c8-7,A 1,28.450726,yttrium,1146.0625,-171.875,-745.90625
Pencil Sector IC-U b3-6,6,4345.89655,yttrium,792.03125,19.78125,-61.25
Synuefe YU-C b46-4,B 1,1367.30583,yttrium,427.1875,-121.34375,-79.46875
Blae Eork MB-D c29-4,BC 2,359.132159,yttrium,8692.09375,-85.84375,2735.59375
Graea Hypue XP-H b13-4,A 2,16.739968,yttrium,-678.34375,-637.125,13311.75
Graea Hypue XK-V d3-635,A 8,1174.703399,yttrium,-765.375,-203.09375,13349.09375
Col 173 Sector XK-N d7-80,1,277.122067,yttrium,1395.96875,-70.375,-82.40625
Pencil Sector EB-X c1-19,A 1,10.825798,yttrium,780.59375,25.15625,-36.65625
Synuefe MP-E b45-9,1,33.94044,yttrium,789.53125,-121.53125,-104.78125
Col 173 Sector EY-G b40-2,A 2,20.922969,yttrium,1083.21875,-189.40625,160.03125
Praea Euq KQ-Y d26,B 2,261.197662,yttrium,761.625,186.8125,334.25
Eta Carina Sector GW-W c1-6,A 2,61.233162,yttrium,8565.25,-165.3125,2687.4375
Graea Hypue YT-A d28,6,1956.495884,yttrium,-806.75,-951.5,13027.25
Shrogaae TU-A c99,A 2,32.131036,yttrium,4893.96875,135.25,20707.96875
IC 2602 Sector BR-C b13-2,B 2,922.298953,yttrium,567.625,-60.75,299.03125
Praea Euq VG-O c6-18,C 2 a,179654.4772,yttrium,968.21875,127.21875,496.46875
Synuefe ZT-I c25-7,B 1,26361.08533,yttrium,558.8125,-352.8125,50.65625
Col 140 Sector XJ-A d17,3,447.685496,yttrium,1088.28125,-149.5,-666.34375
Plio Eurl AB-V b45-0,B 1,1532.69688,yttrium,1655.15625,352.90625,-72.5
Puekee FP-P b19-3,B 3,185.105516,yttrium,-707.78125,45.21875,13439.90625
Col 173 Sector FN-R b34-3,2,14.403678,yttrium,1069.8125,-188.1875,43.25
Synuefe KE-F d12-5,B 2,47526.15193,yttrium,468.03125,-361,-6.0625
Graea Hypue VB-G b17-27,2,12.918635,yttrium,-399.3125,-48.1875,13378.28125
Shrogaae LK-A d645,5,1354.304888,yttrium,5029.9375,159.625,20704.09375
Col 135 Sector DX-J b9-0,4,37.019618,yttrium,878.65625,-203.90625,-324.34375
Synuefe DI-S b50-0,A 3,22.404808,yttrium,797.21875,-303.03125,16.3125
Graea Hypue AL-X d1-73,1 a,1049.947573,yttrium,-1119.375,-838.15625,13203.3125
Col 173 Sector VR-X b32-3,B 1 a,917.760186,yttrium,1072.03125,91.9375,0.46875
IC 2391 Sector JM-V b2-4,B 1,1899.434171,yttrium,559.59375,-103.5625,-35.09375
Shrogaae UU-A c70,B 3 a,3341.915701,yttrium,4897.53125,156.1875,20697.28125
Synuefe PW-A b47-3,B 2 a,1913.60149,yttrium,649.96875,-135.96875,-47.0625
IC 2602 Sector EW-L b8-8,A 5 a,42.625732,yttrium,588.4375,-21.21875,196.75
Col 173 Sector AH-B a75-3,B 2 a,287.710413,yttrium,1020.1875,-41.875,99.4375
Graea Hypue ZQ-I b27-18,A 3 a,29.665688,yttrium,-999.0625,-465.78125,13595.5
Synuefe XO-P c22-17,C 3 a,1429.535802,yttrium,546.90625,-56.46875,-97.8125
Graea Hypue WZ-Y d98,6 d,1983.881314,yttrium,-1287.4375,-982.59375,13113.3125
Skaudai CH-B d14-30,1 a,858.055791,yttrium,-5488.21875,-582.375,10434
Pencil Sector AQ-Y c17,2 a,41.507268,yttrium,727.125,-5.375,-72.8125
Prai Hypoo KV-D c7,A 2 a,45.282528,yttrium,-9323.34375,-484.25,7916.15625
Pencil Sector XO-A c31,B 3 a,94965.89277,yttrium,842.3125,40.3125,-120.0625
2MASS J10453957-5939240,4 a,2071.700514,yttrium,8655.375,-90.34375,2754.09375
Wregoe DR-D d12-17,9 a,2121.829779,yttrium,667.125,230.90625,39.9375
IC 2391 Sector CB-O b6-2,B 5 a,4442.404469,yttrium,539.71875,-137.21875,43.625
Plio Eurl EU-V b45-0,1 a,278.049697,yttrium,1377.5625,427.78125,-80.65625
Col 173 Sector CF-S b19-1,B 6 a,494.180335,yttrium,928.125,-359.4375,-280.3125
Synuefe PJ-A b46-1,B 5 a,613.839681,yttrium,758.6875,-379.84375,-68.25
HIP 42398,A 10 b,4852.179623,yttrium,881.125,0.4375,-133.28125
