system,body,distance,x,y,z,material
Oemogh AN-H d11-0,B 7 a,546827.2097,-35422.46875,-178.625,5015.875,tellurium
Blae Eohm WL-C d13-0,B 7 b,154226.7393,-30399.03125,-764.78125,2677.65625,tellurium
Hegoo WR-Y c28-0,B 7 b,62562.15116,1855.90625,258.375,-2379.96875,tellurium
Greou Flye QA-E c28-0,B 4 b,17967.40019,-28222.0625,-264.8125,44938.78125,tellurium
Flyai Bluae MZ-D d13-9,C 7,151164.0322,21251.21875,-125.875,48746.4375,tellurium
Eorl Chreou MQ-G c10-0,B 3 c,71645.28178,-36379.6875,-22.46875,27536.90625,tellurium
Slegao NE-C c2-0,B 7 a,134001.1367,-822.125,-104.9375,-3541.59375,tellurium
Outotz KY-I d9-6,B 6 b,17938.84594,112.96875,274.59375,-1481.1875,tellurium
Schadgua NL-P d5-3,C 1,480447.6589,-1388,39.40625,-8235.78125,tellurium
Slegao YK-V c3-0,D 4,15949.04127,-986.1875,-751.71875,-3452.28125,tellurium
Preae Chruia CQ-O c6-8,B 2 a,56167.99701,2898.71875,213.375,49135.84375,tellurium
Smootoae PH-C d3,B 3 a,254002.8263,1022.21875,976.09375,51443,tellurium
Scheau Phoea TE-P d6-33,B 3 c,149837.7986,4378.625,-626.65625,-5613.0625,tellurium
Eofaills RB-W c15-2,B 5,243679.6239,-28413.9375,13.125,11168.3125,tellurium
Gludgeia BX-B d13-4,B 4 a,150686.0127,1521.625,264.90625,-3759,tellurium
Truechoae JF-S b19-1,B 6,24567.75089,-1117.5625,319.09375,53117.03125,tellurium
Xothue XN-Y c2-1,B 2 c,443417.055,-31063.15625,777.25,29777.0625,tellurium
Priae Hypae JO-F d12-1,B 2,448455.9231,36556.90625,-231.8125,8976.0625,tellurium
Dryaei Flaae CG-A c0,C 4,72640.24287,39563.5625,30.875,18135.75,tellurium
Eorld Phoe YX-F d12-0,B 6,241877.3457,-1135.96875,-78.4375,-10224.9375,tellurium
Pro Broae TN-K d8-73,B 8,169629.6498,2265.90625,191.09375,52191.1875,tellurium
Thuecheae JH-S d5-163,B 7,233601.3077,-1406.25,-59.96875,53212.875,tellurium
Cyoide EK-C d14-26,D 6,141061.6456,1292.53125,-56.84375,-6200.78125,tellurium
Eisharbs KP-I c12-0,B 5,108096.7231,-3262.59375,-144.53125,59617.875,tellurium
Ble Hypeia UC-M c10-1,C 6,205106.4298,33536.125,-142.5,12178.4375,tellurium
Sutchooe FS-N c6-24,B 10,78107.43882,1107.78125,-11.875,49166.28125,tellurium
Pheia Aewsy LV-Y d11,B 4 b,195247.9841,1039.0625,240.46875,-7358.875,tellurium
Phroea Phio SA-U d4-62,B 9,57900.83805,2678.53125,-103.21875,-4441.78125,tellurium
Thuecheae BG-N c23-15,B 9 b,624675.8431,-2241.9375,-172.375,53726.46875,tellurium
Spliehn UB-B c27-1,B 3,174068.1623,16979.375,38,-12679.03125,tellurium
Greou Prao SI-Z d1-21,C 5,210008.8948,24167.5625,-70.46875,46477.71875,tellurium
Nyauthou BK-D c1-5,B 3,132772.1698,-1592.15625,-207.9375,55334.34375,tellurium
Scoide GY-Z d13-0,B 4 a,38512.41978,16763.125,201.34375,-6263.90625,tellurium
Ceeckia TP-N c23-0,B 10,42641.99697,-1140.28125,-101.34375,65220.9375,tellurium
Hypiae Aip GH-Y c42,B 9,78395.37793,4912.78125,0,-6132,tellurium
Dryoi Prou IN-J c25-2,DE 4,76250.46953,-31822.78125,-185.25,21795.53125,tellurium
Dryu Aescs NB-O c6-0,C 4,472063.7245,17178.71875,58.59375,-12299.5,tellurium
Smootuia TI-B d13-18,B 2 a,224291.3056,20408.28125,-19.71875,52611.46875,tellurium
Ploi Phlai WR-M c7-0,B 5,335376.9842,-33637.75,143.21875,6960.78125,tellurium
Outotch EI-I d10-2,B 5 a,35234.30651,1548.46875,738.25,-1438.28125,tellurium
Oochost HR-D c15-1,B 1 b,247681.7705,-1143.3125,-64.5625,-1700.96875,tellurium
Craleae TD-U c18-0,B 5,268765.9786,26863.65625,-548.4375,6168.71875,tellurium
Slaiyai DB-F d11-1,D 5,329099.2263,3273.34375,105.1875,58850.03125,tellurium
Bleia Byoe YC-W c4-16,B 3,185998.4129,-1161.53125,-256.625,55459.5625,tellurium
Eord Phoea AJ-T c6-0,B 5,227091.3195,5302.59375,-88.3125,-10985.53125,tellurium
Hypio Phoea SQ-J c23-0,C 7,41989.33124,10751.1875,-935.65625,-5163.46875,tellurium
Phoadoae OY-P c19-0,B 10 b,143442.421,-32622.875,-1102.875,15140.875,tellurium
Phraifaae JY-G d11-1,B 2 c,51438.50648,-32600.84375,874.4375,28134.75,tellurium
Ouchonz NF-G c11-3,C 2 c,22308.67058,19125.625,264.625,-1857.5,tellurium
Syneayoi MQ-G c10-0,B 7,627218.3379,-517.03125,-12.34375,60834.3125,tellurium
Oumbaiqs NA-D c26-0,C 2,370582.3995,-21461.65625,57.8125,47420.5,tellurium
Pheia Ain FI-M c7-3,B 4,220972.2515,1117.40625,71.75,-4565.5625,tellurium
Hypoea Hypooe WU-T c18-0,B 3,399173.1578,-18220.28125,-663.5625,-7940.375,tellurium
Eactaikh SJ-F c12-0,B 4,64253.54212,-21176.3125,471.25,43010.96875,tellurium
Phrio Greau KL-N c23-0,BC 3 c,18658.3045,-36374.28125,-119.375,37089.96875,tellurium
Pyrivo BS-F c18,C 1,227619.7641,-2234.65625,-65.78125,53987,tellurium
Truecha DT-K c8-4,B 6,20467.93062,-6707.25,95.625,53077.03125,tellurium
Gludgae ZI-V c17-2,B 4,93469.20463,2714.59375,597.375,-4105.96875,tellurium
Pheia Ain CT-B c3,B 5,54080.74178,766.65625,344.375,-4876.25,tellurium
M48 Sector CS-J c9-0,B 5,75156.93492,1676.9375,715.46875,-1457.34375,tellurium
Phrio Hype OX-M c22-2,B 6,474701.877,3966.9375,-599.5625,-6471.3125,tellurium
Crab Sector HH-V c2-1,B 8,359138.4049,512,-676.15625,-6940.8125,tellurium
Qiedeau NN-A d1-25,D 8,122348.5981,544.9375,-324.96875,-6099.625,tellurium
Aucolf SI-R d5-1,B 10,62274.69943,21547.8125,-492,2052.96875,tellurium
Qaugnaae MW-T c17-0,B 4,297682.6072,-2756.03125,281.1875,56053.03125,tellurium
Dryaea Aewsy DL-N c20-1,B 1 e a,26089.32495,21275.59375,34.3125,-11681.3125,tellurium
Gludgaa PM-U c16-9,D 1 a,17942.84527,-394.46875,21.625,-4166.125,tellurium
Thuecheae WR-H d11-76,B 8 c,111979.4916,-2302.625,-68.21875,53659.90625,tellurium
Syrivoo KL-X d1-4,B 7 e a,114638.6914,-1617.59375,407.78125,54204.4375,tellurium
Prie Bre ZK-C c27-0,DE 4 g a,249234.9168,13914.8125,329.1875,52594.6875,tellurium
Gru Flyou ZM-H d11-2,B 7 g a,444792.183,-35475.75,-146.28125,44714.78125,tellurium
Sponguae BQ-G d10-15,BCD 3 f a,34768.6765,-17213.625,29.90625,-9108.5,tellurium
Flyooe Eaewsy ZB-J d10-7,BCD 1 e a,293856.219,-30150,-196.625,10134.96875,tellurium
Oochosy FG-X d1-1,B 11 e a,19738.71334,4186,-955,-2140.84375,tellurium
Outotz KD-K d8-13,BC 7 d a,442158.5175,1.53125,36,-1547.71875,tellurium
Syneaxee QI-B d13-0,C 4 e a,34225.01962,-5494.1875,-14.21875,61495.65625,tellurium
Phoo Aick DL-N d7-0,D 5 f a,77807.96179,-23344.65625,627.59375,-4253.53125,tellurium
Oochorrs SP-A c16-0,B 4 e a,79283.44385,898.46875,-343.59375,-1661.65625,tellurium
Struedeau WX-F d12-8,C 5 e a,85291.52598,25548,-92.75,-13.9375,tellurium
Plaa Thua XX-L c7-10,CD 5 e a,83317.2124,634.34375,-9.40625,-3302.03125,tellurium
Eiphairgh DF-R d4-0,B 8 d a,85549.48022,-39022.9375,-21.15625,17263.3125,tellurium
Pro Broae MW-W c1-20,C 2 e a,28213.15845,1568.5,92.46875,51517.5,tellurium
Oochoxt MN-B c16-0,CDE 2 e a,241078.6425,1300.96875,-140.90625,-1662.40625,tellurium
Pyra Eop HU-Z c16-0,BC 1 d a,45585.50862,-1829.75,-112.59375,59829.75,tellurium
Pyult TE-X d2-12,B 1 b,361128.6376,498.6875,-253.21875,-4650.53125,tellurium
Proyaa XQ-T d4-0,B 1,28725.4864,-1092.28125,1026.40625,56940.34375,ruthenium
Ploea Theia EM-C c1,7,18483.81951,2688.46875,524.40625,-3623.40625,ruthenium
Blia Froa NP-R c4-0,C 3,63788.9842,-24721,80.09375,45238.1875,ruthenium
Hypou Aip JS-A d14-8,B 3,53687.8105,9951.40625,516.6875,-4979.5,ruthenium
Oochorrs UK-M d8-2,B 5,178283.5651,632.375,-329.78125,-1590.90625,ruthenium
Flyoo Bloae JS-I d10-3,C 6,12680.87854,-15647.4375,-408.65625,48510.5625,ruthenium
Hypau Phlai IS-A d14-2,C 7,107754.6662,-13181.8125,474.28125,-7494.75,ruthenium
Hegeia NC-L d8-5,B 2,111538.8323,-1543.71875,433.25,-2834.1875,ruthenium
Hypau Aim LC-D d12-4,C 7,147648.6766,17461.78125,34.96875,-5129.28125,ruthenium
Chua Eork KI-Z d1-2,B 5,21892.10387,6846.59375,-89.03125,58040.84375,ruthenium
Ploi Thua KI-A d14-0,B 2,16448.70005,-532.96875,323.25,-2351.125,ruthenium
Byua Chrea NE-X d2-5,B 6,44220.3071,-1237.28125,1031.6875,54227.25,ruthenium
Cyuefai TL-Y c0,5,13598.15034,-30096.71875,19.5,-1017.78125,ruthenium
Hegoo GG-Y d37,B 2,54833.40081,1395,34.21875,-3497.40625,ruthenium
Col 89 Sector VP-F d11-11,B 3,61133.49048,542.15625,7.1875,-3826.28125,ruthenium
Eowyg Aihm DD-A d14-0,B 1,91095.07526,23063.65625,223.65625,-10097.8125,ruthenium
Aidohs RA-V c16-0,10,15753.95135,1431.25,154.75,-14416,ruthenium
Croideou FI-I c26-0,C 7,298220.8667,3979.25,-1381.71875,-6340,ruthenium
Gludgae XY-I d9-2,B 10,31688.84599,3735.09375,230.28125,-4029.09375,ruthenium
Pyrie Eurk IM-L d8-0,C 1,485167.5584,-1650.21875,561.75,62391.78125,ruthenium
Syrivoea BQ-G d10-124,B 2,353912.9511,-10802.75,15.5,54878.0625,ruthenium
Bya Eurl DZ-S d3-8,7,12628.48549,29160.53125,15.6875,5699.46875,ruthenium
Qiefoea LD-V c5-0,B 1,27097.1993,5899.125,-90.40625,-5926.40625,ruthenium
Fedgie NT-O d7-4,B 5,103187.3784,13675.0625,-30.28125,-2963.21875,ruthenium
Hypoae Aewsy TC-M d7-4,B 4,103257.4796,-3955.28125,69.5,-8060.75,ruthenium
Jellyfish Sector EL-Y d36,B 4,42126.87721,858.3125,254.09375,-4982.125,ruthenium
Myeia Thaa WP-G d10-2,D 2,34302.50724,-2304.75,-11.0625,65162.125,ruthenium
Plooe Briae GX-B d13-7,B 6,98639.47406,21064.0625,238.34375,51309.3125,ruthenium
Gyradgaa SD-K d8-125,B 1,64873.00131,-25006.9375,6.375,31686.96875,ruthenium
Spongoae ZE-Q d5-1,B 4,57559.97403,-19821.15625,295.78125,-9536.125,ruthenium
Preae Theia HH-V d2-4,B 1,61768.12642,2612.84375,249.4375,-2057.46875,ruthenium
Blaa Blou OF-C d14-40,BCD 1,30690.04624,-8309.25,-134.59375,53899.625,ruthenium
Phua Aihm TY-S d3-34,B 6,103627.0601,6635.34375,24.28125,-4547.09375,ruthenium
Nyauthou HW-C d15,E 3,42931.34465,-1723.5,-50.4375,55281.28125,ruthenium
Bludgeou BW-C c26-5,ABC 1,22872.61218,-22245.0625,17.46875,-3753.59375,ruthenium
Pra Bliae QA-U d4-9,15,61402.55228,-17974.28125,-57.5,49271.375,ruthenium
Blia Aod RO-Q d5-7,B 5,50980.14688,25940.5625,455.71875,42940.09375,ruthenium
Oochoxt OT-Y d1-0,B 4,160092.1157,1586.84375,-310.375,-2118.78125,ruthenium
Yepaa KP-A c0,B 10,23674.44278,-35228.25,127.59375,23265.65625,ruthenium
Dryaea Phlai ER-T d4-0,B 5,102303.2033,-12014.625,1050.625,-12183.09375,ruthenium
Phroea Phio EC-S d5-80,B 4,26027.83234,3135.40625,-181.3125,-4365.6875,ruthenium
Hypaa Byio HH-K d9-8,CD 1,157849.6519,27867.3125,-455.625,35616.1875,ruthenium
Jongiae UP-G d10-0,C 3,401777.745,23154.0938,52.1875,-9070.406,ruthenium
Pyra Drye KJ-O d7-0,B 10,17959.86731,-2289.25,-241.8125,62362.6875,ruthenium
Auphails XU-M d8-142,B 8,353159.9309,3740.03125,-116.8125,50883.625,ruthenium
Nuwo FW-C d3,B 7,42281.88226,-621.03125,-61.53125,61690.78125,ruthenium
Systeasue PV-C c26-0,5,17556.01947,-36821.46875,15.0625,34619.15625,ruthenium
Xothue BM-P c5-7,E 2,140512.1988,-30865.875,-8.3125,29933.34375,ruthenium
Eolls Hypai PP-M d8-0,B 9,196643.0462,22156.375,-247.4375,-13081.15625,ruthenium
Wruetheia ND-S d4-2,B 3,63325.51844,-4938.9375,417.375,48042.1875,ruthenium
Oochost WF-L d9-8,B 1,116993.7054,-362.875,-92.125,-1472.40625,ruthenium
Outotch DH-M d7-4,5,17519.47179,1354.6875,164.03125,-1678.96875,ruthenium
Wruethoae WC-O c8-3,C 2,20403.78007,6453.59375,816.8125,47951.6875,ruthenium
Scheau Phio BH-T d4-30,B 2,36444.62454,1531.125,-393.8125,-5773.4375,ruthenium
Pyra Dryoae IC-B d1-11,6,12553.11147,8327.0625,-97.46875,61792.90625,ruthenium
Pru Thae SY-Z d0,B 2,149364.9,9386.09375,699.03125,-2255.28125,ruthenium
Wegnoi JC-U d3-1,D 7,244999.7842,28554.9375,502.46875,36439.28125,ruthenium
Smootiae EH-M d7-90,B 5,25549.60972,-1173.8125,145.84375,52114.34375,ruthenium
Praei Aed FW-E d11-6,B 2,29747.68136,31452.3125,20.375,8875.5,ruthenium
Hypunua NY-Z c13-0,AB 1,20987.48188,25899.375,56.28125,40497.65625,ruthenium
Phoadou KS-J d9-4,B 2,40156.82348,-31197.53125,-697.15625,15150.25,ruthenium
Crookue OO-F c25-0,C 4,144645.3802,-31182.5,219.71875,12820,ruthenium
Thuecheae CO-F d12-12,C 3,108947.0236,-2404.34375,-191.4375,53777.5,ruthenium
Hypaa Hypoo LE-F d12-2,CD 2,30323.22628,-11024.15625,-404.34375,-7695.71875,ruthenium
Wredgoae TN-R c5-0,AB 1,23606.93317,-19861.5625,415.84375,-824.3125,ruthenium
Outopps VF-N d7-1,C 9,127079.5311,-1031.28125,583.40625,-1665.375,ruthenium
Pleia Thoe ZP-F d11-1,C 4,144193.0508,-27314.03125,312.6875,-2637.8125,ruthenium
Ouchorrs GB-O d6-7,D 9,274920.5073,15948.5,180.03125,-1766.28125,ruthenium
Phua Aihm EI-B d13-15,B 2,18993.98814,6411.625,25.78125,-3783.1875,ruthenium
Byaa Broae BV-G d10-0,B 5,15523.85637,3388.96875,69.03125,57429.78125,ruthenium
Pyrie Eurk GI-V c2-0,BC 4,90248.75013,-1551.875,130.84375,61806.78125,ruthenium
Tyrooff CL-A c3-0,8,16153.8292,-2940.65625,-101.875,-11183.625,ruthenium
Truechuae OX-L d7-131,C 7,128065.4686,1889.65625,20.15625,53386.21875,ruthenium
Byua Chraei WP-P d5-13,B 1,189667.179,-3886.375,96.65625,54516.03125,ruthenium
Plaa Chruia PJ-H d10-42,B 3,60751.38488,8076.53125,363.3125,48490.625,ruthenium
Eowyg Aeb GR-L c21-0,AB 1,21572.98631,-14620.625,19.40625,-12910.15625,ruthenium
Hyphaups DW-E d11-3,B 5,21301.14146,36390.15625,2.6875,8907.46875,ruthenium
Outoppy UF-F d11-24,B 1,27385.31871,3959,190.5625,-1346.625,ruthenium
Auphavsky EM-T d4-4,B 8,43087.37037,23664.65625,-324.59375,50581,ruthenium
Phae Aim BW-E d11-97,C 9,46229.02219,11920.84375,16.9375,-3929.25,ruthenium
Aidoct TD-K d8-7,A 9,35612.90089,-622.6875,9.75,-14390.96875,ruthenium
Phroea Phio CH-S d5-39,B 8,19295.34565,3138.5,-98.625,-4420.34375,ruthenium
Pru Aeb LY-I d9-3,B 7,36285.03031,-31773.875,270.46875,8772.5625,ruthenium
Gludgae LI-R d5-1,C 3,51896.72463,3069.53125,777.625,-4363.25,ruthenium
Hegoae ZE-R d4-4,C 2,78561.95653,9332.625,7.15625,-3204.15625,ruthenium
Dryafea OO-X d2-0,BC 4,450929.5593,24786.3125,-101.34375,-8471,ruthenium
Outopps LG-O d6-6,B 3,95904.50554,-89.625,240.46875,-1761.25,ruthenium
Qiefoi ES-H d11-37,B 1,158861.398,7356.5,-29.4375,-5193.53125,ruthenium
Pleia Aick MA-A d10,B 1,18413.18115,-27233.84375,47.59375,9183.5,ruthenium
Byue Eun VX-L d7-14,B 2,157818.3679,33185.28125,-4.125,6020.03125,ruthenium
Puwee OG-Y d5,C 7,54770.32069,-510,42.84375,61792.78125,ruthenium
Qiefoea FI-H d11-55,C 5,419229.7866,5808.34375,-226.1875,-5178.875,ruthenium
Swueneia YA-V d3-47,C 2,57909.51907,2880.03125,-378.53125,49204.4375,ruthenium
Pheia Aihm SI-K d8-25,B 5,36042.42592,8440.40625,99.6875,-4126.78125,ruthenium
Phloinn CS-H d11-5,CD 1,33033.32132,7199.03125,-62.53125,-14181.96875,ruthenium
Eorl Chreou ML-Y d0,B 3,36137.05139,-36383.28125,94.03125,27245.0625,ruthenium
Hege IR-D d12-4,C 4,153252.9974,7533.59375,289.75,-2579.1875,ruthenium
Phooe Ail DC-C d13-1,B 9,58701.84554,-17411.03125,307.875,-3782.78125,ruthenium
Pru Thae PX-K c8-1,B 1,26355.85222,9451.25,145.125,-1962.25,ruthenium
Flya Drye ZQ-P c8-0,D 1,341656.5135,13595.5,-140.15625,-688.09375,ruthenium
Nyauthou WI-A d1-8,D 1,51106.31924,-1500,-356.59375,55341.9375,ruthenium
Schafaei MF-A d20,B 2,19761.68315,-16819.71875,82.09375,-8743.3125,ruthenium
NGC 1893 Sector IM-V d2-1,ABC 1,14095.05556,-1250.1875,-288.625,-10686.3125,ruthenium
Oochost DM-K d9-5,B 4,408095.8192,-423.53125,-361.40625,-1477.09375,ruthenium
Iopornt ED-Q d6-0,B 2,27644.67035,-1183.28125,-1535.28125,-3056.34375,ruthenium
Bloeh UO-X d2-0,B 5,23797.51731,25273.21875,-54.6875,-11064.625,ruthenium
Flyua Eork ES-S d4-1,B 4,24722.67618,1224.46875,-627.625,-3166.96875,ruthenium
Pra Dryoae SY-H c26-19,C 1,69619.91941,23539.53125,-180.90625,1339.03125,ruthenium
Slegaa DY-G d11-3,C 7,35001.20957,-20255.6875,-411.78125,-2594.15625,ruthenium
Ouchont EM-L c8-0,4,13626.03375,10522.96875,286.625,-1957.25,ruthenium
Pyult WQ-L d8-7,B 6,21684.92986,96.40625,-642.125,-4150.375,ruthenium
Eorl Chreou IR-N e6-0,B 7,106586.505,-36199.34375,21.90625,28259.90625,ruthenium
Eord Flyoae AM-C d0,C 8,342901.6857,-38455.90625,-263.53125,16869.09375,ruthenium
Prooe Flyiae FW-C d0,B 1,60451.05431,-40300.09375,-42.09375,38661.34375,ruthenium
Dryaea Aeb VJ-R d4-6,B 1,21477.54871,-10040.0625,132.8125,-12154.34375,ruthenium
Braiso OL-B d14-16,BC 4 a,351493.1912,26875,-474.875,32181.1875,ruthenium
Pleia Fraae MS-R c18-17,D 5,116317.5607,-17175.65625,211.5,40718.96875,ruthenium
Phooe Aescs AW-N d6-13,A 9,50497.92056,12790.5,85.125,-6866.71875,ruthenium
Prue Flyeia WB-W c18-0,A 8,50707.78306,-20848.03125,-1438.59375,39420.125,ruthenium
Pheia Ain NI-T d3-5,B 1,73749.68797,64.90625,179.5,-4564.25,ruthenium
Eullowry ZJ-I d9-2,B 6,28492.62207,-33704.03125,51.71875,4858.75,ruthenium
Preou Aed WG-B c27-0,A 9,18481.79714,29937.125,55.84375,9057.8125,ruthenium
Hegoo RT-I d9-1,C 1,59970.92235,1793.46875,184.125,-2787.71875,ruthenium
Plio Chroa QT-I d9-38,B 6,13208.03195,4309.46875,148.8125,48432.90625,ruthenium
Eowraibs DW-V d2-0,C 2 b,69915.40185,-10038.28125,517.5625,59391.28125,ruthenium
Myeia Thaa WP-G d10-2,D 1,34304.29435,-2304.75,-11.0625,65162.125,ruthenium
Iohownst SO-Q d5-0,C 11,16846.41726,-29013,-816.8125,3268.59375,ruthenium
Thuecheae TO-X d2-19,C 6,64700.44055,-1702.21875,-36.84375,52963.4375,ruthenium
Eishoqs JJ-F d12-2,B 5,26693.86673,-27617.40625,980.34375,17896.8125,ruthenium
Pyriveae YH-H d11-21,B 3,88978.89403,-1153.28125,-190.03125,55012.03125,ruthenium
Graea Proae YU-U c4-0,8,19676.34631,-33984.4375,-538.0625,46509.75,ruthenium
Pheia Ain SF-D d13-1,BC 4 a,12812.05265,595.5625,842.40625,-3730.28125,ruthenium
Blooe Ploe ZE-X d2-2,B 6,145549.9717,25348.75,-254.28125,42753.875,ruthenium
Slachie QG-X c17-0,B 1 a,65762.48456,-30140.75,-302.5625,45775.75,ruthenium
2MASS J08511564+1150561,BC 1 a,51156.735,1499.71875,1602.5625,-2091.8125,ruthenium
Slacheau RG-Y c3-0,C 3 a,17539.07255,-21586.1875,-173.25,45206.71875,ruthenium
Plae Trua DV-X d1-0,B 4 a,293240.094,19884.84375,1852.6875,-842.75,ruthenium
Oochosy YL-D d12-0,B 1 a,32440.18678,4006.71875,-1077.4375,-1283.5,ruthenium
Plua Thoi WZ-G d10-7,BC 4 d,21104.23919,-16047.25,192.1875,-2673.90625,ruthenium
Pheia Aewsy LV-Y d5,C 6 d,25484.54091,982.15625,220.1875,-7358.28125,ruthenium
Slegeae MA-D d13-0,B 5 a,72769.85418,2546.21875,-577.875,-2445.875,ruthenium
Dryuae Aescs IK-R c4-0,B 4 a,81217.171,-8382,17.8125,-12384.625,ruthenium
Dryu Airg TD-K d8-27,B 6 a,26519,-10827.75,20.46875,-9256.3125,ruthenium
Oochorrs IN-X c3-0,B 3 a,390234.5764,495.875,-311.09375,-2168.53125,ruthenium
Preia Byoea FI-Z d1-220,B 3 a,126396.4231,5178.96875,-92.6875,51607.15625,ruthenium
Xothue AF-Z e0,B 8 a,164815.2306,-31068.4375,880.5625,29854,ruthenium
Ceeckia YR-H d11-0,B 1 a,114675.1779,-864.71875,-104.71875,65189.34375,ruthenium
Pyroo Eohn XK-I c12-0,B 1 a,54900.11511,-246.46875,-150.3125,59639.3125,ruthenium
Qiefaa ZZ-N d7-3,BC 1 a,270672.3655,8894.90625,-375.71875,-5541.15625,ruthenium
Dryoi Prou TV-B d14-48,B 2 a,336647.5352,-31266.875,-330.96875,21896.4375,ruthenium
Flyooe Eohn KV-B d14-8,B 1 a,516477.5746,-18.21875,-340.1875,-2358.625,ruthenium
Pyurks JE-E d13-19,B 4 b,191604.9003,1974.875,-100.90625,-3761.6875,ruthenium
Myoagea FK-R d4-0,BCD 6 c,32780.98427,-28412.28125,94.9375,41598.53125,ruthenium
Eullowry FR-N d6-0,B 5 a,52867.71514,-34341.71875,52.3125,4617.0625,ruthenium
Pleia Thaa IV-G c10-2,C 5 d,12206.97169,13468.125,24.8125,-3182.6875,ruthenium
Hypiae Aip DA-Q d5-65,BC 4 e,19100.00341,4713.625,271.9375,-5646.65625,ruthenium
Throofua HB-V d3-0,CDEF 3 b,45335.73286,16396.1875,-388.5,542.21875,ruthenium
Preae Broae GH-D d12-140,B 6 a,147227.7658,3193.875,97.75,52525.8125,ruthenium
Bleae Phyloea KZ-E d12-0,B 4 a,153306.9702,-1017.53125,2062.25,53740.71875,ruthenium
Phrua Ble PY-P d6-49,CD 1 a,48538.59372,-26035.8125,-304.71875,34115.5625,ruthenium
Pyrivo DW-C d35,CD 1 a,56709.0597,-2004.4375,-87.875,54046.9375,ruthenium
Col 89 Sector NW-V d2-21,CD 2 b,28405.83548,1028.53125,199.21875,-4506.8125,ruthenium
Slegao UE-G d11-0,BCD 6 b,38791.02444,-349.40625,-715.5,-2649.375,ruthenium
Ploo Phlue WA-E d12-1,BC 1 a,136387.0255,34977.4375,381.84375,7671.3125,ruthenium
Myoagea FK-R d4-0,BCD 6 d,32782.81911,-28412.28125,94.9375,41598.53125,ruthenium
Oochorrs IG-W d2-2,C 3 d,51247.57928,934.59375,-659,-2034.09375,ruthenium
Sponguae IR-D d12-13,B 6 a,39839.58935,-16852.59375,249.03125,-8936.8125,ruthenium
Truechiae CR-D d12-12,B 4 a,243264.7244,-1968.15625,268.125,53756.46875,ruthenium
Oochosy YL-D d12-0,B 1 b,32443.38203,4006.71875,-1077.4375,-1283.5,ruthenium
Synuedaei OO-Y d1-9,CDE 1 a,38972.33357,-25484.25,-379.78125,-830.4375,ruthenium
NGC 2244 Sector CQ-O d6-29,B 4 a,59074.85616,2441.25,-134.6875,-4038.34375,ruthenium
Shruelch ZM-A d14-2,B 7 a,250883.3577,-31921.1875,-881.34375,9166.0625,ruthenium
Byue Phlue SN-S c17-0,B 1 h,202423,35295.21875,8.96875,13795.0625,ruthenium
Plooe Fruia HL-X d1-31,B 5 a,46057.00419,-22367.90625,421.34375,40090.25,ruthenium
Truechiae OI-R d5-2,B 2 a,495638.167,-1824.875,790.84375,53223.5625,ruthenium
Grea Bliae WF-L d9-48,B 9 a,22660.68686,-11856.90625,-80.0625,54839.28125,ruthenium
Swuenaa FH-T d4-5,B 1 a,29392.40479,570.15625,-385.21875,49310.875,ruthenium
Gludgeia VT-Q d5-12,B 2 b,356255.9997,2105.09375,542.8125,-4408.90625,ruthenium
Slyaips GI-I d10-1,BC 3 a,28728.23526,416.90625,-581.5,-7815.125,ruthenium
Pyrivo HM-K d9-33,C 4 b,38688.7185,-1355.28125,-371.46875,54797.78125,ruthenium
Thuecheae WR-H d11-9,B 5 a,18143.65941,-2236.3125,-94.25,53716.5625,ruthenium
Proo Hypae QU-V d3-5,B 5 a,16122.82715,-26545.5625,-60.375,8277.6875,ruthenium
Graei Ble JO-F d12-9,B 4 a,76678.85721,-21084.4375,-247.8125,55042.46875,ruthenium
Plaa Thua NO-Z d13-17,BC 1 a,14108.43983,370.65625,0.21875,-2408.5,ruthenium
Thuecheae TG-J d10-10,B 3 a,178235.2621,-2380.6875,-141.3125,53580.8125,ruthenium
Smootoae PD-I d10-21,C 3 a,22466.08252,1004.34375,657.1875,52300.6875,ruthenium
Cyoide AI-H d11-28,B 2 a,98954.06206,1542.71875,-259.5,-6441.875,ruthenium
Hypoae Aihm DW-C d13-15,B 2 c,202281.5847,3757.8125,631.84375,-5006.5,ruthenium
Droesps IH-M d7-1,C 5 e,41741.28448,37589.21875,168.03125,16252.59375,ruthenium
Smootiae ZG-Y c19,B 3,186480.0877,-497.5,-14.125,51462.9375,ruthenium
Myeadou VF-C d14-4,B 1 a,117017.0297,3750.34375,1147.03125,-6252.40625,ruthenium
Eukotch GY-P d6-3,B 1 b,288879.8854,14208.34375,-287.78125,-1733.28125,ruthenium
Puwhoi FI-A d14-0,DE 2 a,15349.39744,4227.0625,374.90625,62906.3125,ruthenium
Phrae Hypae MP-M d8-4,B 5 c,27102.63147,-21611.9375,-221.46875,-6733.875,ruthenium
Blau Broae BC-D d12-59,B 4 a,74970.69321,1320.6875,-8.0625,56322.875,ruthenium
Eock Hypue AG-V d3-2,B 1 d,138301.7733,15997.03125,-268.09375,-13493.1875,ruthenium
Jongoae FW-E d11-0,C 4 a,94254.51624,24983.34375,-20.125,-9056.625,ruthenium
Preae Thae DG-X d1-5,B 8 d,291318.1804,5302.71875,301.96875,-2162.65625,ruthenium
